GB	Caste
GB51059	NA
GB51060	NA
GB51062	NA
GB51063	NA
GB51064	NA
GB51065	NA
GB51066	NA
GB51067	NA
GB51068	NDEG
GB51069	NA
GB51070	NDEG
GB51071	NDEG
GB51072	NDEG
GB51074	NA
GB51075	NA
GB51076	NA
GB51077	NA
GB51078	NA
GB51079	NA
GB51080	NA
GB51081	NA
GB51083	NA
GB51084	NA
GB51085	NA
GB51086	NA
GB51087	NDEG
GB51088	NDEG
GB51089	NA
GB51090	NA
GB51092	NA
GB51093	NDEG
GB51094	NA
GB51095	NA
GB51096	NA
GB51098	NA
GB51103	NA
GB51104	NA
GB51105	NA
GB51106	NA
GB51107	NDEG
GB51108	NA
GB51109	NA
GB51110	NA
GB51111	NDEG
GB51112	NA
GB51113	NA
GB51114	NDEG
GB51115	NA
GB51116	NA
GB51117	NA
GB51118	NA
GB51119	NA
GB51120	NA
GB51121	NA
GB51122	NA
GB51123	NDEG
GB51124	NA
GB51125	Q
GB51126	NA
GB51127	NA
GB51128	NA
GB51129	NA
GB51130	NA
GB51132	NA
GB51133	NA
GB51134	NA
GB51135	NA
GB51136	NA
GB51137	NA
GB51138	NA
GB51139	NA
GB51141	NA
GB51142	NA
GB51143	NA
GB51144	NA
GB51146	NA
GB51148	NA
GB51149	NA
GB51151	NA
GB51152	NA
GB51153	NA
GB51155	NA
GB51158	NA
GB51159	NA
GB51160	NA
GB51161	NA
GB51162	NA
GB51163	NDEG
GB51165	NA
GB51167	NA
GB51168	NA
GB51172	NA
GB51173	NA
GB51174	NDEG
GB51180	NA
GB51181	NA
GB51183	NA
GB51184	NA
GB51185	NA
GB51186	NA
GB51188	NA
GB51189	NDEG
GB51190	NDEG
GB51191	NA
GB51192	NDEG
GB51193	NA
GB51194	NA
GB51195	NA
GB51196	NA
GB51197	NA
GB51198	NDEG
GB51199	NA
GB51200	NA
GB51201	NA
GB51202	NA
GB51204	NA
GB51206	NA
GB51207	NA
GB51208	NA
GB51209	NA
GB51210	NA
GB51211	NA
GB51212	NA
GB51213	NA
GB51214	NDEG
GB51215	NA
GB51216	NA
GB51218	NA
GB51219	NA
GB51220	NA
GB51221	NA
GB51223	NA
GB51224	NA
GB51226	NA
GB51230	NA
GB51231	NA
GB51232	NA
GB51233	NA
GB51234	NA
GB51235	NA
GB51241	NA
GB51242	NA
GB51243	NA
GB51244	NA
GB51245	NA
GB51246	NA
GB51247	NA
GB51248	NA
GB51249	NA
GB51251	NDEG
GB51253	NA
GB51254	NA
GB51255	NA
GB51256	NA
GB51257	NDEG
GB51258	NA
GB51259	NA
GB51260	NA
GB51261	NA
GB51262	NA
GB51263	NA
GB51264	NA
GB51265	NA
GB51267	NA
GB51268	NA
GB51271	NA
GB51272	NA
GB51273	NA
GB51274	NA
GB51276	NA
GB51277	NA
GB51278	NA
GB51279	NA
GB51281	NA
GB51282	NDEG
GB51283	NDEG
GB51284	NA
GB51286	NA
GB51287	NA
GB51289	NA
GB51290	NA
GB51292	NA
GB51294	NA
GB51295	NA
GB51298	NA
GB51299	NA
GB51301	NA
GB51302	NA
GB51303	NA
GB51304	NA
GB51305	NA
GB51308	NA
GB51310	NA
GB51311	NA
GB51312	NA
GB51313	NA
GB51314	NA
GB51315	NA
GB51317	NA
GB51318	NA
GB51319	NA
GB51320	NA
GB51323	NA
GB51324	NA
GB51325	NA
GB51326	NA
GB51330	NA
GB51331	NA
GB51332	NA
GB51333	NDEG
GB51334	NDEG
GB51335	NDEG
GB51336	NA
GB51337	NA
GB51338	NA
GB51339	NA
GB51340	NA
GB51341	NA
GB51342	NDEG
GB51343	NDEG
GB51344	NA
GB51345	NA
GB51346	NA
GB51348	NA
GB51349	NA
GB51350	NA
GB51351	NA
GB51352	NA
GB51353	NA
GB51354	NA
GB51355	NA
GB51356	NDEG
GB51357	NA
GB51358	NA
GB51359	NA
GB51360	NA
GB51361	NDEG
GB51366	NA
GB51367	NA
GB51368	NA
GB51369	NA
GB51370	NA
GB51372	NA
GB51373	NA
GB51374	NA
GB51376	NA
GB51380	NDEG
GB51381	NDEG
GB51382	NA
GB51383	NDEG
GB51384	NA
GB51385	NA
GB51386	NA
GB51389	NA
GB51390	NA
GB51391	NA
GB51392	NA
GB51393	NA
GB51394	NDEG
GB51395	NA
GB51396	Q
GB51398	NA
GB51399	NDEG
GB51400	NA
GB51401	NA
GB51405	NA
GB51406	NA
GB51407	NA
GB51408	NA
GB51409	NA
GB51410	NA
GB51411	NA
GB51413	NA
GB51414	NA
GB51418	NA
GB51419	NA
GB51420	NA
GB51421	NA
GB51422	NA
GB51423	NA
GB51424	NA
GB51425	NA
GB51426	NA
GB51427	NA
GB51428	NA
GB51429	NA
GB51430	NA
GB51431	NA
GB51432	NDEG
GB51433	NA
GB51434	NA
GB51439	NA
GB51440	NA
GB51441	NA
GB51442	NA
GB51443	NA
GB51444	NDEG
GB51445	NA
GB51455	NA
GB51457	NA
GB51475	NA
GB51478	NA
GB51479	NA
GB51481	NA
GB51482	NA
GB51484	NA
GB51485	NA
GB51486	NA
GB51487	NA
GB51489	NDEG
GB51490	NA
GB51491	NA
GB51492	NA
GB51493	NA
GB51494	NA
GB51495	NA
GB51496	NA
GB51497	NA
GB51498	NA
GB51499	NA
GB51500	NDEG
GB51502	NDEG
GB51503	NA
GB51504	NA
GB51505	NA
GB51506	NA
GB51508	NA
GB51511	NA
GB51512	NA
GB51513	NA
GB51515	NA
GB51517	NA
GB51518	NA
GB51520	NA
GB51521	NA
GB51522	NA
GB51524	NA
GB51525	NA
GB51526	NA
GB51528	NA
GB51533	NA
GB51534	NA
GB51535	NA
GB51536	NA
GB51537	NA
GB51538	NA
GB51539	NA
GB51540	NA
GB51541	NA
GB51542	NA
GB51543	NDEG
GB51544	NA
GB51545	NDEG
GB51546	NA
GB51547	NA
GB51548	NA
GB51549	NA
GB51550	NA
GB51551	Q
GB51552	NDEG
GB51553	NA
GB51555	NA
GB51556	NA
GB51558	NA
GB51560	NA
GB51561	NA
GB51562	NA
GB51564	NDEG
GB51565	NA
GB51566	NA
GB51567	NA
GB51568	NA
GB51569	NA
GB51570	NA
GB51571	NA
GB51572	NA
GB51573	NA
GB51574	NA
GB51576	NA
GB51578	NDEG
GB51580	NDEG
GB51581	NA
GB51582	NA
GB51583	NA
GB51584	NA
GB51585	NA
GB51586	NDEG
GB51587	NA
GB51588	NDEG
GB51589	NA
GB51590	NA
GB51591	NA
GB51592	NDEG
GB51593	NA
GB51594	NA
GB51596	NA
GB51597	NA
GB51598	NA
GB51599	NA
GB51600	NA
GB51601	NA
GB51602	NA
GB51603	NA
GB51604	NA
GB51605	NA
GB51606	NA
GB51607	NA
GB51608	NA
GB51609	NA
GB51611	NA
GB51612	NA
GB51613	NDEG
GB51614	NDEG
GB51615	NA
GB51617	NA
GB51619	NA
GB51620	NA
GB51621	NA
GB51622	NA
GB51623	NA
GB51624	NA
GB51625	NA
GB51626	NA
GB51627	NA
GB51628	NA
GB51629	NA
GB51630	NA
GB51631	NA
GB51632	NA
GB51633	NA
GB51634	NDEG
GB51635	NA
GB51636	NA
GB51637	NA
GB51638	NA
GB51641	NA
GB51642	NDEG
GB51643	NA
GB51644	NA
GB51645	NA
GB51646	NA
GB51647	NDEG
GB51648	NA
GB51649	NA
GB51650	NDEG
GB51651	NA
GB51652	NDEG
GB51653	NA
GB51654	NA
GB51655	NA
GB51656	NA
GB51657	NA
GB51658	NA
GB51659	NDEG
GB51660	NA
GB51661	NA
GB51662	NA
GB51663	NA
GB51664	NA
GB51665	NDEG
GB51666	NDEG
GB51667	NA
GB51668	NA
GB51670	NA
GB51671	NA
GB51672	NA
GB51673	NA
GB51674	NDEG
GB51675	NDEG
GB51676	NA
GB51679	NA
GB51680	NA
GB51681	NA
GB51682	NA
GB51683	NDEG
GB51684	NA
GB51685	W
GB51689	NA
GB51690	NA
GB51691	NA
GB51692	NA
GB51693	NA
GB51694	NDEG
GB51695	NA
GB51696	NDEG
GB51697	NDEG
GB51698	W
GB51699	NA
GB51700	NA
GB51701	NA
GB51702	NA
GB51703	NA
GB51704	NA
GB51705	NDEG
GB51706	NA
GB51707	NA
GB51709	NA
GB51710	NDEG
GB51712	NA
GB51713	NA
GB51714	NA
GB51715	NA
GB51716	NDEG
GB51717	NA
GB51718	NA
GB51719	NA
GB51721	NA
GB51722	NA
GB51723	NA
GB51724	NA
GB51725	NA
GB51726	NA
GB51727	W
GB51728	NA
GB51729	Q
GB51730	NA
GB51731	NA
GB51732	NA
GB51733	NA
GB51734	NDEG
GB51735	NA
GB51736	NA
GB51737	NA
GB51738	NDEG
GB51739	NA
GB51740	NDEG
GB51741	Q
GB51742	NA
GB51743	NA
GB51744	NA
GB51745	NA
GB51746	NDEG
GB51748	NA
GB51749	NA
GB51751	NDEG
GB51752	NA
GB51753	NA
GB51754	NA
GB51755	NA
GB51756	NA
GB51757	NA
GB51759	NDEG
GB51760	NA
GB51761	NA
GB51762	NA
GB51763	NA
GB51764	NA
GB51767	NA
GB51768	NA
GB51771	NA
GB51772	NA
GB51774	NA
GB51775	NA
GB51778	NA
GB51780	NA
GB51781	NA
GB51782	NDEG
GB51783	NDEG
GB51784	NA
GB51786	NA
GB51787	NA
GB51790	NA
GB51791	NA
GB51792	NA
GB51793	NA
GB51794	NA
GB51795	NA
GB51796	NA
GB51797	NA
GB51798	NDEG
GB51799	NA
GB51800	NDEG
GB51801	NA
GB51802	NA
GB51803	NA
GB51805	NA
GB51806	NA
GB51807	NA
GB51809	NA
GB51810	NA
GB51811	NA
GB51812	NA
GB51813	NA
GB51814	NA
GB51815	NDEG
GB51816	NA
GB51817	NA
GB51818	NA
GB51819	NA
GB51820	NA
GB51821	NA
GB51822	NA
GB51825	NA
GB51826	NA
GB51827	NA
GB51828	NA
GB51830	NA
GB51831	NA
GB51832	NA
GB51833	NA
GB51834	NA
GB51835	NA
GB51836	NA
GB51838	NDEG
GB51839	NA
GB51840	NA
GB51841	NDEG
GB51842	NA
GB51843	NA
GB51844	NA
GB51845	NA
GB51846	NA
GB51847	NA
GB51849	NA
GB51850	NA
GB51851	NA
GB51852	NA
GB51854	NA
GB51855	NA
GB51857	NA
GB51863	NDEG
GB51865	NA
GB51866	NA
GB51867	NA
GB51874	NA
GB51881	NA
GB51883	NA
GB51884	NDEG
GB51885	NA
GB51886	NA
GB51887	NA
GB51888	NA
GB51889	NDEG
GB51892	NA
GB51893	NA
GB51894	NA
GB51895	NA
GB51896	NA
GB51897	NA
GB51898	NA
GB51899	NA
GB51900	NA
GB51901	NA
GB51902	NA
GB51903	NA
GB51904	NA
GB51905	NA
GB51908	NA
GB51909	NA
GB51910	NA
GB51911	NA
GB51912	NA
GB51913	NDEG
GB51914	NA
GB51915	NA
GB51916	NA
GB51917	NA
GB51918	NA
GB51919	NA
GB51920	NA
GB51930	NA
GB51931	NA
GB51932	NA
GB51933	NA
GB51934	NA
GB51935	NA
GB51936	NA
GB51937	NA
GB51938	NA
GB51939	NA
GB51940	NA
GB51941	NA
GB51943	NA
GB51945	NA
GB51946	NA
GB51947	NA
GB51948	NA
GB51949	NA
GB51953	NA
GB51954	NA
GB51955	NA
GB51956	NDEG
GB51957	NA
GB51958	NA
GB51962	NA
GB51963	NDEG
GB51964	NA
GB51965	NA
GB51966	NA
GB51967	NA
GB51968	NA
GB51969	NA
GB51970	NA
GB51972	NA
GB51973	NA
GB51977	NA
GB51978	NA
GB51979	NDEG
GB51983	NA
GB51984	NA
GB51985	NA
GB51986	NA
GB51987	NA
GB51988	NA
GB51989	NA
GB51991	NA
GB51993	NA
GB51994	NDEG
GB51995	NA
GB51997	NA
GB51998	NA
GB51999	NDEG
GB52000	NA
GB52001	NA
GB52002	NA
GB52004	NA
GB52005	NA
GB52007	NA
GB52008	NDEG
GB52009	NA
GB52010	NA
GB52011	NA
GB52012	NA
GB52013	NDEG
GB52014	NDEG
GB52015	NA
GB52016	NA
GB52017	NA
GB52018	NA
GB52019	NA
GB52021	NA
GB52022	NA
GB52023	W
GB52024	NA
GB52025	W
GB52026	NA
GB52027	NA
GB52028	NDEG
GB52029	NA
GB52030	NA
GB52031	NA
GB52033	NA
GB52034	NA
GB52035	NA
GB52036	NA
GB52037	NA
GB52039	NA
GB52040	NA
GB52041	NA
GB52042	NA
GB52043	NA
GB52044	NA
GB52045	NA
GB52046	NA
GB52047	NA
GB52049	NA
GB52050	NA
GB52052	W
GB52053	NA
GB52054	NA
GB52056	NDEG
GB52057	NA
GB52058	NDEG
GB52059	NDEG
GB52060	NA
GB52061	NA
GB52063	NA
GB52064	NA
GB52065	NA
GB52067	NA
GB52068	NA
GB52069	NA
GB52070	NA
GB52071	NA
GB52072	NA
GB52073	NDEG
GB52074	NDEG
GB52075	NA
GB52077	NA
GB52078	NA
GB52079	NA
GB52080	NDEG
GB52081	NA
GB52082	NA
GB52084	NA
GB52085	NA
GB52086	NA
GB52087	NDEG
GB52089	NA
GB52090	NA
GB52091	NA
GB52093	NA
GB52094	NA
GB52095	NA
GB52096	NA
GB52097	NA
GB52098	NA
GB52099	NA
GB52100	NA
GB52101	NA
GB52102	NA
GB52103	NA
GB52104	NA
GB52105	NA
GB52106	NA
GB52107	NA
GB52108	NA
GB52109	NA
GB52110	NA
GB52111	NA
GB52112	NA
GB52113	NA
GB52114	NA
GB52115	NDEG
GB52116	NA
GB52117	NA
GB52118	NA
GB52119	NA
GB52120	NDEG
GB52122	NA
GB52123	NA
GB52125	NA
GB52126	NA
GB52127	NA
GB52128	NA
GB52129	NA
GB52130	NA
GB52131	NA
GB52132	NA
GB52133	NA
GB52134	NA
GB52144	NA
GB52146	NA
GB52149	NA
GB52151	NA
GB52152	NA
GB52153	NA
GB52154	NA
GB52155	NA
GB52156	NA
GB52157	NA
GB52158	NDEG
GB52159	NA
GB52160	NA
GB52161	NA
GB52162	NA
GB52163	NA
GB52164	NA
GB52165	NA
GB52166	NA
GB52167	NA
GB52168	NDEG
GB52169	NA
GB52170	NA
GB52171	NA
GB52172	NA
GB52174	NA
GB52175	NA
GB52176	NA
GB52177	NA
GB52179	W
GB52180	NA
GB52181	NA
GB52182	NA
GB52183	NA
GB52184	NA
GB52185	NA
GB52186	NDEG
GB52187	NA
GB52188	NA
GB52189	NA
GB52190	NA
GB52191	NDEG
GB52192	NA
GB52193	NA
GB52194	NA
GB52195	NA
GB52196	NA
GB52197	NA
GB52198	NA
GB52199	NA
GB52202	NA
GB52203	NA
GB52204	NA
GB52205	NA
GB52208	NA
GB52209	NA
GB52210	NA
GB52211	NDEG
GB52212	NA
GB52213	NA
GB52214	NA
GB52215	NA
GB52216	NA
GB52218	NA
GB52220	NA
GB52223	NA
GB52224	NA
GB52228	NA
GB52229	NA
GB52230	NA
GB52235	NA
GB52236	NA
GB52237	NA
GB52238	NA
GB52239	NA
GB52244	NA
GB52245	NA
GB52246	NA
GB52247	NA
GB52248	NA
GB52249	NA
GB52250	NA
GB52251	NDEG
GB52252	NA
GB52253	NDEG
GB52254	NA
GB52255	NDEG
GB52256	NDEG
GB52257	NA
GB52258	NA
GB52259	NA
GB52260	NDEG
GB52261	NA
GB52262	NA
GB52266	NA
GB52267	NA
GB52268	NA
GB52269	NA
GB52278	NA
GB52279	NA
GB52280	NA
GB52281	NA
GB52282	NA
GB52283	NA
GB52284	NA
GB52285	NDEG
GB52288	NA
GB52289	NA
GB52290	NA
GB52291	NA
GB52292	NA
GB52293	NA
GB52294	NA
GB52296	NA
GB52298	NA
GB52299	NA
GB52302	NA
GB52303	NA
GB52304	NA
GB52305	NA
GB52306	NA
GB52307	NA
GB52308	NDEG
GB52309	NA
GB52310	NA
GB52312	NA
GB52313	NA
GB52314	NA
GB52315	NDEG
GB52316	NDEG
GB52317	NA
GB52318	NA
GB52319	NA
GB52320	NA
GB52321	NA
GB52322	NA
GB52323	NA
GB52324	NA
GB52325	NA
GB52326	NA
GB52328	NA
GB52329	NA
GB52330	NA
GB52331	NA
GB52334	NA
GB52339	NA
GB52340	NA
GB52341	NA
GB52343	W
GB52344	NA
GB52345	NA
GB52346	NA
GB52347	NDEG
GB52348	NA
GB52349	NA
GB52350	NA
GB52351	NA
GB52352	NA
GB52353	NA
GB52354	NA
GB52355	NA
GB52356	NA
GB52357	NA
GB52359	NA
GB52360	NA
GB52361	NA
GB52362	NA
GB52363	NA
GB52364	NA
GB52365	NA
GB52366	NA
GB52367	NA
GB52368	NA
GB52369	NA
GB52370	NA
GB52371	NA
GB52372	NA
GB52373	NA
GB52374	NA
GB52375	NA
GB52376	NA
GB52377	NA
GB52378	NA
GB52379	NA
GB52380	NA
GB52381	NA
GB52382	NA
GB52383	NA
GB52384	NA
GB52385	NA
GB52386	NA
GB52387	NA
GB52388	NA
GB52389	NA
GB52390	NA
GB52391	NA
GB52392	NA
GB52393	NA
GB52394	NA
GB52395	NA
GB52396	NA
GB52397	NA
GB52398	NA
GB52399	NA
GB52400	NA
GB52402	NA
GB52403	NA
GB52404	NA
GB52405	NA
GB52406	NA
GB52407	NA
GB52408	NA
GB52409	NA
GB52410	NA
GB52411	NA
GB52412	NA
GB52413	NA
GB52414	NA
GB52415	NA
GB52416	NA
GB52417	NA
GB52418	NA
GB52419	NA
GB52420	NA
GB52421	NA
GB52422	NA
GB52423	NA
GB52424	NDEG
GB52425	NA
GB52426	NA
GB52427	NDEG
GB52428	NA
GB52429	NA
GB52430	NA
GB52431	NA
GB52432	NA
GB52433	NA
GB52434	NA
GB52435	NDEG
GB52436	NA
GB52437	NA
GB52438	NDEG
GB52439	NA
GB52440	NA
GB52442	NA
GB52443	NA
GB52444	NA
GB52445	NA
GB52446	NA
GB52447	NA
GB52448	NA
GB52450	NA
GB52451	NA
GB52452	NA
GB52453	NA
GB52454	NA
GB52455	NA
GB52456	NA
GB52457	NA
GB52458	NA
GB52460	NA
GB52461	NA
GB52462	NA
GB52463	NA
GB52464	NA
GB52465	NDEG
GB52466	NDEG
GB52467	NDEG
GB52468	NA
GB52469	NDEG
GB52470	NA
GB52472	NA
GB52473	NA
GB52474	NA
GB52477	NA
GB52479	NA
GB52481	NA
GB52484	NA
GB52485	NA
GB52488	NA
GB52489	NA
GB52490	NA
GB52492	NA
GB52493	NA
GB52495	NA
GB52496	NA
GB52498	NA
GB52499	Q
GB52500	NDEG
GB52501	NA
GB52502	NA
GB52503	NA
GB52504	NA
GB52505	NDEG
GB52507	NA
GB52508	NA
GB52510	NA
GB52511	NA
GB52512	NA
GB52513	NA
GB52514	NA
GB52515	NA
GB52516	NA
GB52517	NA
GB52518	NA
GB52520	NDEG
GB52521	NA
GB52522	NA
GB52523	NA
GB52524	NA
GB52525	NA
GB52526	NDEG
GB52527	NA
GB52528	NA
GB52529	NDEG
GB52530	NDEG
GB52531	NA
GB52532	W
GB52536	NA
GB52537	NA
GB52538	NA
GB52539	NA
GB52540	NA
GB52541	NDEG
GB52542	NA
GB52543	NA
GB52546	NA
GB52547	NA
GB52548	NA
GB52549	NA
GB52550	NA
GB52551	NA
GB52552	NA
GB52553	NA
GB52555	NA
GB52557	NDEG
GB52559	NA
GB52560	NA
GB52563	NDEG
GB52567	NA
GB52568	NA
GB52569	NA
GB52570	NA
GB52571	NA
GB52573	NA
GB52574	NA
GB52575	NA
GB52576	NA
GB52577	NA
GB52578	NA
GB52582	NA
GB52583	NA
GB52587	NA
GB52588	NA
GB52589	NA
GB52590	NDEG
GB52591	NA
GB52592	NA
GB52594	NA
GB52595	NA
GB52596	NA
GB52597	NA
GB52598	NDEG
GB52600	NDEG
GB52601	NA
GB52602	NA
GB52603	NA
GB52604	NA
GB52605	NA
GB52609	NA
GB52610	NA
GB52611	NA
GB52612	NA
GB52613	NDEG
GB52614	NA
GB52616	NA
GB52618	NA
GB52619	NA
GB52620	NA
GB52621	NA
GB52622	NA
GB52624	NA
GB52625	NA
GB52626	NA
GB52627	NA
GB52628	NA
GB52629	NA
GB52630	NA
GB52631	NA
GB52632	NA
GB52634	NA
GB52635	NA
GB52636	NA
GB52637	NA
GB52638	NA
GB52639	NA
GB52640	NA
GB52641	NDEG
GB52642	NA
GB52643	NDEG
GB52644	NA
GB52645	NA
GB52646	NA
GB52647	NA
GB52648	NA
GB52649	NA
GB52650	NA
GB52651	NA
GB52652	NA
GB52653	NDEG
GB52654	NA
GB52659	NA
GB52660	NA
GB52661	NA
GB52662	NA
GB52671	NA
GB52673	NA
GB52674	NA
GB52675	NDEG
GB52676	NA
GB52677	NA
GB52679	NA
GB52680	NA
GB52684	NA
GB52685	NA
GB52686	NA
GB52687	NA
GB52688	NA
GB52689	NA
GB52690	NA
GB52691	NA
GB52692	NA
GB52693	NA
GB52694	NDEG
GB52695	NA
GB52696	NA
GB52697	NA
GB52698	NA
GB52700	NDEG
GB52701	NA
GB52702	NA
GB52703	NA
GB52704	NA
GB52705	NA
GB52706	NA
GB52707	NA
GB52708	NA
GB52710	NA
GB52711	NA
GB52712	NA
GB52715	NA
GB52716	NA
GB52717	NA
GB52718	NA
GB52719	NA
GB52720	NA
GB52721	NA
GB52722	NA
GB52723	NA
GB52724	NDEG
GB52725	NA
GB52726	NA
GB52727	NA
GB52728	NDEG
GB52729	NDEG
GB52730	NA
GB52731	NA
GB52735	NA
GB52736	NDEG
GB52737	NDEG
GB52738	NA
GB52739	NDEG
GB52740	NA
GB52741	NA
GB52742	NA
GB52743	NA
GB52744	NA
GB52745	NA
GB52746	NA
GB52747	NA
GB52748	NA
GB52749	NA
GB52750	NA
GB52751	NA
GB52752	NA
GB52753	NA
GB52754	NA
GB52755	NA
GB52756	NDEG
GB52757	NA
GB52758	NA
GB52759	NA
GB52760	NA
GB52762	NA
GB52763	NA
GB52765	NA
GB52766	NA
GB52767	NA
GB52768	NDEG
GB52770	NA
GB52772	NA
GB52773	NA
GB52774	NA
GB52775	NDEG
GB52776	NA
GB52778	NA
GB52779	NA
GB52780	NA
GB52781	NA
GB52782	NDEG
GB52783	NA
GB52784	NA
GB52785	NA
GB52786	NA
GB52788	NA
GB52789	NA
GB52790	NA
GB52791	NA
GB52792	NA
GB52793	NA
GB52796	NA
GB52797	NA
GB52798	NA
GB52799	NA
GB52800	NA
GB52801	NDEG
GB52802	NA
GB52803	NA
GB52804	NDEG
GB52805	NDEG
GB52806	NA
GB52808	NA
GB52810	NDEG
GB52812	NA
GB52813	NA
GB52814	NA
GB52819	NA
GB52820	NA
GB52824	NDEG
GB52825	NA
GB52826	NA
GB52827	NDEG
GB52829	Q
GB52830	NA
GB52831	NA
GB52832	NA
GB52833	NA
GB52835	NA
GB52838	NA
GB52839	NA
GB52840	NA
GB52841	NA
GB52842	NDEG
GB52843	NA
GB52844	NA
GB52845	NA
GB52846	NA
GB52847	NA
GB52848	NA
GB52849	NDEG
GB52851	NA
GB52852	NA
GB52853	NA
GB52854	NDEG
GB52864	NA
GB52875	NA
GB52876	NA
GB52877	NA
GB52878	NA
GB52879	NA
GB52880	NA
GB52881	NA
GB52882	NA
GB52883	NA
GB52885	NA
GB52887	NA
GB52888	NA
GB52889	NA
GB52902	NA
GB52904	NA
GB52906	NA
GB52907	NA
GB52908	NA
GB52909	NA
GB52910	NA
GB52911	NA
GB52912	NA
GB52914	NA
GB52915	NA
GB52916	NA
GB52917	NA
GB52918	NDEG
GB52920	W
GB52921	NA
GB52922	NA
GB52923	NA
GB52924	NA
GB52925	NA
GB52926	NA
GB52927	NA
GB52928	NA
GB52929	NA
GB52930	NA
GB52931	NA
GB52932	NA
GB52933	NA
GB52934	NA
GB52935	NA
GB52937	NA
GB52938	NA
GB52939	NA
GB52940	NA
GB52942	NA
GB52943	NA
GB52944	NA
GB52946	NA
GB52947	NDEG
GB52948	NA
GB52949	NA
GB52950	NA
GB52953	NA
GB52955	NA
GB52956	NA
GB52957	NA
GB52958	NA
GB52959	NA
GB52962	NA
GB52973	NA
GB52975	NA
GB52976	NA
GB52977	NDEG
GB52978	NA
GB52979	NA
GB52980	NDEG
GB52981	NA
GB52982	NA
GB52983	NA
GB52985	NA
GB52986	NDEG
GB52988	NA
GB52989	NA
GB52990	NA
GB52991	NA
GB52992	NA
GB52993	NA
GB52995	NA
GB52996	NA
GB52997	NA
GB52998	NA
GB52999	NA
GB53000	NA
GB53001	NA
GB53002	NA
GB53005	NA
GB53006	NA
GB53007	NA
GB53008	NA
GB53009	NA
GB53010	NA
GB53011	NA
GB53012	NA
GB53013	W
GB53014	NDEG
GB53015	NDEG
GB53016	NA
GB53017	NA
GB53018	NA
GB53019	NA
GB53020	NA
GB53021	NA
GB53022	NA
GB53023	NDEG
GB53024	NA
GB53025	NA
GB53026	NA
GB53027	NA
GB53028	NA
GB53029	NA
GB53030	NA
GB53031	NA
GB53032	NA
GB53033	NDEG
GB53034	NA
GB53035	NA
GB53036	NA
GB53037	NA
GB53038	NA
GB53041	NA
GB53042	NA
GB53043	NA
GB53044	NA
GB53045	NDEG
GB53046	NA
GB53047	NDEG
GB53048	NA
GB53049	NA
GB53050	NA
GB53051	NA
GB53053	NA
GB53054	NA
GB53055	NA
GB53062	NA
GB53064	NDEG
GB53065	NDEG
GB53066	NA
GB53067	NA
GB53068	NA
GB53069	NA
GB53070	NA
GB53073	NA
GB53075	NA
GB53077	NA
GB53078	NA
GB53079	NA
GB53080	NDEG
GB53081	NA
GB53082	NA
GB53083	NA
GB53084	NA
GB53085	NA
GB53086	Q
GB53088	NDEG
GB53089	NA
GB53090	NA
GB53091	NA
GB53092	NA
GB53093	NA
GB53096	NA
GB53097	NA
GB53098	NA
GB53099	NA
GB53100	NA
GB53101	NA
GB53103	NA
GB53104	NDEG
GB53105	NA
GB53106	NA
GB53107	NA
GB53108	NA
GB53109	NA
GB53110	NDEG
GB53111	NA
GB53112	NA
GB53113	NA
GB53114	NA
GB53115	NA
GB53116	W
GB53118	NA
GB53119	NA
GB53121	NA
GB53122	NA
GB53124	NDEG
GB53125	NA
GB53126	NA
GB53127	NA
GB53128	NA
GB53129	NA
GB53131	NA
GB53132	NDEG
GB53133	NA
GB53134	NA
GB53135	NDEG
GB53136	NA
GB53137	NA
GB53138	Q
GB53139	NA
GB53140	NA
GB53141	NA
GB53142	NA
GB53143	NA
GB53145	NA
GB53146	NDEG
GB53147	NA
GB53148	NA
GB53149	NA
GB53150	NA
GB53151	NA
GB53152	NA
GB53154	NA
GB53155	NA
GB53159	NA
GB53161	NA
GB53162	NA
GB53163	NA
GB53164	NA
GB53166	NA
GB53167	NA
GB53169	NA
GB53172	NA
GB53173	NDEG
GB53174	NDEG
GB53177	NA
GB53179	NA
GB53180	NDEG
GB53181	NA
GB53183	NA
GB53184	NA
GB53185	NA
GB53186	NA
GB53187	NA
GB53188	NDEG
GB53189	NA
GB53190	NA
GB53191	NA
GB53192	NA
GB53193	NA
GB53194	NA
GB53195	NA
GB53196	NA
GB53197	NA
GB53198	NA
GB53199	NA
GB53200	NA
GB53201	NA
GB53203	NA
GB53205	NA
GB53206	NA
GB53207	NA
GB53208	NA
GB53209	NA
GB53213	NA
GB53214	NA
GB53215	NA
GB53218	NA
GB53219	NA
GB53220	NA
GB53221	NA
GB53222	NA
GB53223	NA
GB53224	NA
GB53225	NA
GB53226	NA
GB53228	NA
GB53229	NA
GB53230	NA
GB53231	NA
GB53233	NA
GB53234	NA
GB53235	NA
GB53236	NA
GB53237	NA
GB53238	NA
GB53239	NA
GB53240	NA
GB53242	NA
GB53243	NA
GB53245	NDEG
GB53246	NA
GB53247	NDEG
GB53249	NA
GB53250	NA
GB53251	NA
GB53252	NA
GB53253	NA
GB53254	NA
GB53255	NA
GB53256	NDEG
GB53257	NA
GB53258	NA
GB53260	NA
GB53261	NA
GB53262	NDEG
GB53268	NA
GB53269	NA
GB53270	NA
GB53271	NA
GB53275	NA
GB53284	NA
GB53286	NA
GB53287	NA
GB53288	NA
